bookID,title,authors,average_rating,publication_date,language_code,primary_author
14698,On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,William Morris/Michale W. Perry,4.09,2003-12-23,eng,William Morris
14870,The Outsiders,S.E. Hinton/Jodi Picoult,4.09,2006-05-30,eng,S.E. Hinton
15111,The French Kitchen: A Cookbook,Joanne Harris/Fran Warde,4.09,2003-11-03,eng,Joanne Harris
15931,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,2004-07-05,eng,Nicholas Sparks
16568,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,2006-09-26,eng,Jorge Luis Borges
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,2001-04-01,eng,Lynn Kurland
17488,Five on a Treasure Island (Famous Five  #1),Enid Blyton,4.09,2001-06-14,eng,Enid Blyton
18122,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,2003-09-09,eng,Philip Pullman
18132,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,4.09,1970-01-01,eng,C.S. Lewis
18667,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,4.09,2000-09-01,en-US,David Bodanis
18884,Polgara the Sorceress,David Eddings/Leigh Eddings,4.09,1998-12-26,eng,David Eddings
19390,Philosophical Dictionary,Voltaire/Theodore Besterman,4.09,1979-09-27,en-US,Voltaire
19595,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,2006-02-07,en-US,James   McBride
21116,Golden Urchin,Madeleine Brent,4.09,1987-11-12,en-GB,Madeleine Brent
21327,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,2006-07-05,eng,Bill Willingham
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,2000-05-02,eng,Dennis Lehane
21686,Shutter Island,Dennis Lehane,4.09,2004-04-27,eng,Dennis Lehane
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09,2002-10-01,eng,Karin Slaughter
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,2003-09-30,eng,Karin Slaughter
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09,2004-10-01,eng,Lee Child
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1999-07-08,eng,Lee Child
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09,2002-05-01,eng,Lee Child
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,2004-11-25,en-US,Lee Child
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,2004-11-25,eng,Lee Child
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,2004-11-25,eng,Lee Child
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,2007-08-23,eng,Richard   Preston
22202,Bravo Two Zero,Andy McNab,4.09,2005-11-01,eng,Andy McNab
23816,Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.09,1999-10-01,en-US,Ruth Heller
23950,Trainspotting (Mark Renton  #2),Irvine Welsh,4.09,2002-10-17,en-US,Irvine Welsh
24414,The Circle (Dan Lenson  #3),David Poyer,4.09,1993-06-15,en-US,David Poyer
24835,The Sot-Weed Factor,John Barth,4.09,2005-03-01,eng,John Barth
24949,Danny The Champion of the World,Roald Dahl/Jill Bennett,4.09,1984-06-01,eng,Roald Dahl
24951,Danny the Champion of the World,Roald Dahl,4.09,2009-09-01,eng,Roald Dahl
24953,Danny The Champion Of The World,Roald Dahl/Quentin Blake,4.09,2002-11-07,eng,Roald Dahl
25492,The Art of Being,Erich Fromm/Rainer Funk,4.09,1994-09-01,eng,Erich Fromm
25863,The Franco-Prussian War,Michael Eliot Howard,4.09,2001-11-11,eng,Michael Eliot Howard
25880,World of Warcraft Atlas,Brady Games,4.09,2005-09-20,eng,Brady Games
26054,The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,4.09,2006-01-28,eng,Nora Roberts
26666,Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,2004-04-01,en-US,Beth Moore
27171,Thicker Than Water (Louis Kincaid  #4),P.J. Parrish,4.09,2003-01-01,eng,P.J. Parrish
27293,The Echo of Greece,Edith Hamilton,4.09,1964-02-17,eng,Edith Hamilton
27533,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,4.09,2003-10-16,eng,Muhammad Yunus
27660,The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love,Janet Geringer Woititz/Robert J. Ackerman,4.09,2002-03-08,en-US,Janet Geringer Woititz
27692,The Wicked Day (Arthurian Saga  #4),Mary  Stewart,4.09,2003-05-01,eng,Mary  Stewart
27822,Eugene Onegin,Alexander Pushkin/James E. Falen,4.09,1998-10-22,eng,Alexander Pushkin
27823,Eugene Onegin,Alexander Pushkin/Charles Johnston/Michael Basker/John Bayley,4.09,2003-04-29,en-US,Alexander Pushkin
27825,Eugene Onegin,Alexander Pushkin/Charles Johnston/John Bayley,4.09,1979-12-20,en-US,Alexander Pushkin
27826,Eugene Onegin,Alexander Pushkin/Walter W. Arndt,4.09,2009-01-16,en-US,Alexander Pushkin
27827,Eugene Onegin: A Novel in Verse (Vol. 1),Alexander Pushkin/Vladimir Nabokov,4.09,1991-01-21,eng,Alexander Pushkin
27829,Eugene Onegin: A Novel in Verse,Alexander Pushkin/Douglas R. Hofstadter,4.09,2000-09-11,eng,Alexander Pushkin
27831,Eugene Onegin,Alexander Pushkin/Tom Beck,4.09,2006-03-01,eng,Alexander Pushkin
28053,As Eve Said to the Serpent: On Landscape  Gender  and Art,Rebecca Solnit,4.09,2003-03-17,eng,Rebecca Solnit
28689,Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09,2005-04-01,eng,Tad Williams
28721,Cormac McCarthy's All the Pretty Horses,Harold Bloom/Amy Sickels,4.09,2003-09-01,eng,Harold Bloom
28887,The Lost Tomb,Kent R. Weeks,4.09,1999-11-09,eng,Kent R. Weeks
28910,Journal of a Novel: The East of Eden Letters,John Steinbeck,4.09,1990-12-01,eng,John Steinbeck
29209,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,2004-01-14,eng,James   McBride
29488,Candy,Luke Davies,4.09,1998-06-16,en-US,Luke Davies
30053,Only the River Runs Free (The Galway Chronicles  #1),Bodie Thoene/Brock Thoene,4.09,1997-01-14,eng,Bodie Thoene
30187,Divine By Mistake (Partholon  #1),P.C. Cast,4.09,2006-08-29,eng,P.C. Cast
31673,The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09,1997-05-13,en-US,Edward Copeland
31910,Early Greek Philosophy,Jonathan Barnes,4.09,2002-09-26,eng,Jonathan Barnes
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,2004-08-10,eng,Rumiko Takahashi
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,2007-01-30,eng,Oh! Great
32584,Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,2001-01-01,en-US,Knut Hamsun
32649,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,2001-09-24,eng,Aimé Césaire
32946,The Outsiders,S.E. Hinton,4.09,2003-03-06,eng,S.E. Hinton
33024,Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09,2003-08-26,eng,Greg Cox
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,4.09,2006-04-21,eng,Michael J. Mauboussin
33544,Nightmare At 20 000 Feet,Richard Matheson/Stephen King,4.09,2002-01-05,eng,Richard Matheson
33929,Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,4.09,1994-04-17,en-US,Stephen Jay Gould
34050,A Collection of Rudyard Kipling's Just So Stories,Rudyard Kipling/Christopher Corr,4.09,2004-10-07,en-US,Rudyard Kipling
34053,Just So Stories,Rudyard Kipling,4.09,2003-08-05,eng,Rudyard Kipling
34247,200 Quilt Blocks: To Mix and Match,Davina Thomas,4.09,2005-10-01,eng,Davina Thomas
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,1977-12-01,eng,Jun'ichirō Tanizaki
35125,Alien,Alan Dean Foster,4.09,1979-03-29,eng,Alan Dean Foster
36253,The Winthrop Woman,Anya Seton/Philippa Gregory,4.09,2006-09-01,en-US,Anya Seton
36555,Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,4.09,2001-12-31,en-US,Reinaldo Arenas
37651,Holding On to the Air,Suzanne Farrell/Toni Bentley,4.09,2002-09-25,eng,Suzanne Farrell
38004,Q: The Autobiography of Quincy Jones,Quincy Jones,4.09,2002-10-08,eng,Quincy Jones
38827,1599: A Year in the Life of William Shakespeare,James Shapiro,4.09,2005-09-01,eng,James Shapiro
38855,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,4.09,1999-02-22,eng,Tony Horwitz
39022,Saint Ignatius Loyola: The Pilgrim Years 1491-1538,James Brodrick,4.09,1998-11-01,eng,James Brodrick
39266,Captain Slaughterboard Drops Anchor,Mervyn Peake,4.09,2001-12-31,en-US,Mervyn Peake
39748,The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,4.09,2002-08-01,eng,Jeffrey Ford
39799,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,4.09,2003-04-03,eng,Henning Mankell
39961,He Came to Set the Captives Free,Rebecca  Brown,4.09,1992-07-01,en-US,Rebecca  Brown
40470,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,1999-05-25,eng,Cormac McCarthy
40795,Turtle Island,Gary Snyder/Michael Corr,4.09,1974-01-17,eng,Gary Snyder
41098,World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,4.09,2006-02-28,eng,Robertson Davies
41270,Short List (One-Eyed Mack  #5),Jim Lehrer,4.09,1992-02-06,eng,Jim Lehrer
41821,The Gods Themselves,Isaac Asimov,4.09,2000-02-10,eng,Isaac Asimov
42369,The Hundred Dresses,Eleanor Estes/Louis Slobodkin,4.09,2004-09-01,eng,Eleanor Estes
42869,The Servant Leader,Kenneth H. Blanchard,4.09,2003-03-11,eng,Kenneth H. Blanchard
42883,Bill Bryson: The Complete Notes,Bill Bryson,4.09,2000-10-05,eng,Bill Bryson
43603,The People of Paper,Salvador Plascencia,4.09,2006-11-13,eng,Salvador Plascencia
43641,Water for Elephants,Sara Gruen,4.09,2007-05-01,eng,Sara Gruen
43739,Iron Man: Extremis,Warren Ellis/Adi Granov,4.09,2007-02-14,eng,Warren Ellis
43992,True Evil,Greg Iles,4.09,2006-12-12,eng,Greg Iles
44621,Naked,David Sedaris/Amy Sedaris,4.09,2001-10-01,en-US,David Sedaris
45480,The Amber Spyglass (His Dark Materials  #3),Philip Pullman/Ian Beck,4.09,2007-09-01,en-US,Philip Pullman
45570,Fantastic Mr Fox,David Wood/Roald Dahl,4.09,2011-01-05,en-GB,David Wood
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,2005-05-03,eng,Ruby Ann Boxcar
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,2011-06-14,eng,Kahlil Gibran
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,2005-04-01,eng,Kevin O'Malley
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,2005-10-20,eng,David        James
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,2001-03-01,eng,Ursula Ferrigno
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,1995-07-01,eng,Norma Goldman
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,1998-07-30,eng,Michel Foucault
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,1992-08-12,eng,Raymond Chandler
2315,Below the Root,Zilpha Keatley Snyder/Alton Raible,4.08,1975-01-01,eng,Zilpha Keatley Snyder
2767,A People's History of the United States,Howard Zinn,4.08,2005-08-02,eng,Howard Zinn
2768,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,2003-07-01,eng,Howard Zinn
3152,Drina Dances in Italy,Jean Estoril,4.08,1992-08-31,eng,Jean Estoril
3340,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,2006-09-07,eng,Mark Kurlansky
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,2001-12-31,en-US,Sarah Ban Breathnach
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,2000-07-01,eng,George MacDonald
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,2001-01-01,en-US,Arielle Ford
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,1995-05-01,eng,Dale Carnegie
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,1999-11-25,en-US,Jerome K. Jerome
5297,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08,2004-06-01,eng,Oscar Wilde
5306,Travels with Charley: In Search of America,John Steinbeck,4.08,2002-02-05,eng,John Steinbeck
5319,A Christmas Story,Jean Shepherd,4.08,2003-10-28,eng,Jean Shepherd
5404,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,1995-04-01,eng,Roland H. Bainton
5427,Orientalism,Edward W. Said,4.08,2003-08-28,eng,Edward W. Said
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,2003-08-26,eng,Steven Pinker
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,1989-08-01,eng,George Washington
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,2001-04-05,eng,Roald Dahl
6838,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,2004-06-01,eng,John Sandford
7023,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,4.08,2004-11-01,eng,Kathryn Lasky
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,2006-03-14,eng,Alexander McCall Smith
7037,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,4.08,2005-03-02,eng,Alexander McCall Smith
7053,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,2005-04-19,eng,Alexander McCall Smith
7086,Blade Runner,Philip K. Dick,4.08,1987-07-12,eng,Philip K. Dick
7160,The Beginning and the End,Naguib Mahfouz,4.08,1989-09-20,eng,Naguib Mahfouz
7336,J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,2000-06-06,eng,Humphrey Carpenter
7527,The Blind Watchmaker,Richard Dawkins,4.08,1996-09-17,eng,Richard Dawkins
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,2005-04-04,eng,Hunter S. Thompson
7749,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,1982-12-01,eng,Hunter S. Thompson
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.08,2001-12-04,eng,Hunter S. Thompson
7769,Dr. Seuss's ABC,Dr. Seuss,4.08,1996-11-26,eng,Dr. Seuss
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,2005-01-05,eng,Dr. Seuss
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,2006-04-01,eng,Justin Akers Chacón
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,2006-10-17,eng,Karen Armstrong
9121,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,1999-10-10,eng,Oscar Wilde
9122,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,1988-01-01,eng,Oscar Wilde
9124,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,2006-08-01,en-US,Oscar Wilde
9125,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,4.08,2006-11-01,eng,Oscar Wilde
9626,The Homecoming,Ray Bradbury/Dave McKean,4.08,2006-08-30,en-US,Ray Bradbury
10562,The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,2005-12-03,eng,Malvina G. Vogel
10876,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,2013-03-01,eng,Hunter S. Thompson
10989,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,1999-06-29,eng,Diana Gabaldon
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08,1995-09-26,eng,Tobias Wolff
11503,In the Beginning,Chaim Potok,4.08,1997-09-10,eng,Chaim Potok
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08,2004-05-27,eng,Kelley Armstrong
12216,Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,4.08,1995-10-31,eng,Eugene O'Neill
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,2001-04-16,eng,Andrés Duany
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.08,2005-05-20,eng,James Patterson
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,2006-05-05,eng,James Patterson
13762,Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,4.08,2006-05-01,eng,Nancy Conrad
14181,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.08,2005-03-24,en-US,Philip K. Dick
14657,Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,4.08,2003-08-08,en-US,Donald J. Sobol
14781,The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,4.08,2006-09-08,eng,Jerome Karabel
14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,2006-08-01,eng,Edward Albee
15075,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,Donald Spoto,4.08,1991-12-01,en-US,Donald Spoto
15160,Total Control,David Baldacci,4.08,2003-08-01,eng,David Baldacci
15260,The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece,David Colbert,4.08,2002-10-01,eng,David Colbert
16091,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,2007-03-27,eng,Matt Wagner
16401,The Luck of the Bodkins,P.G. Wodehouse,4.08,2002-10-23,eng,P.G. Wodehouse
16604,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,2001-11-01,en-US,John Milton
16793,Stardust,Neil Gaiman,4.08,2006-08-29,eng,Neil Gaiman
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,2005-02-01,eng,Terry Lee Rioux
17352,Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking/Gene  Stone,4.08,1992-05-01,eng,Stephen Hawking
17727,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,4.08,1993-04-14,eng,Neil Gaiman
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,4.08,2006-01-01,en-US,Edward R. Tufte
18005,How I Became a Pirate,Melinda Long/David Shannon,4.08,2003-09-01,eng,Melinda Long
18057,A Damsel in Distress,P.G. Wodehouse,4.08,2006-11-03,eng,P.G. Wodehouse
18314,The Picture of Dorian Gray,Oscar Wilde,4.08,2005-10-10,eng,Oscar Wilde
18315,The Picture of Dorian Gray,Oscar Wilde,4.08,2005-01-01,en-US,Oscar Wilde
18861,The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,4.08,2005-10-01,eng,Cynthia Rylant
19396,The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,4.08,2006-10-01,eng,Oscar Wilde
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,1998-11-10,eng,George Plimpton
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,4.08,1998-12-29,eng,Dean Koontz
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,2004-07-27,eng,Karin Slaughter
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,2000-04-17,eng,Grant Morrison
22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,2001-06-01,eng,Plato
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,2009-10-21,eng,Stephen R. Donaldson
23603,Tales from the Perilous Realm,J.R.R. Tolkien,4.08,2002-09-02,eng,J.R.R. Tolkien
23692,Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,4.08,2006-05-01,eng,Rumiko Takahashi
24152,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,4.08,2006-03-14,eng,Megan McDonald
24155,Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,4.08,2010-01-26,eng,Megan McDonald
24244,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,4.08,2003-12-01,eng,Michael Connelly
24335,The Trumpet of the Swan,E.B. White/Fred Marcellino,4.08,2000-10-03,eng,E.B. White
24566,The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,4.08,2005-11-15,eng,Graham Chapman
